Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Kareng Travels,NON A/C Seater Push Back (2+2),09:30,13:00,03h 30m,266,41 Seats available,4.4,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Mahi Travels(Under ASTC),A/C Seater (2+2),10:00,13:30,03h 30m,341,40 Seats available,"3.3
18",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Mahi Travels(Under ASTC),Bharat Benz A/C Seater (2+2),10:30,13:50,03h 20m,303,30 Seats available,"3.9
9",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Kanchan Travels,AC Seater (2+2),10:45,14:10,03h 25m,INR 285,30 Seats available,3.8,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Orient Transline,A/C Seater (2+1),11:30,14:25,02h 55m,INR 285.71,28 Seats available,"3.6
19",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Kareng Travels,Non AC Seater (2+2),11:45,14:45,03h 00m,266,39 Seats available,4.4,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Orient Transline,NON A/C Seater (2+1),12:45,16:00,03h 15m,INR 285.71,35 Seats available,"4.4
34",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Mahi Travels(Under ASTC),A/C Seater (2+2),14:15,16:15,02h 00m,312,35 Seats available,"4.3
22",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Megha Transport,NON A/C Seater / Sleeper (3+1),19:30,22:15,02h 45m,INR 500,47 Seats available,3.7,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Baikuntha Transport Service,A/C Seater (2+1),07:30,10:00,02h 30m,450,30 Seats available,2.9,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
TRINAYAN TRANSPORT (Under ASTC),A/C Seater (2+1),08:00,11:30,03h 30m,444,28 Seats available,"2.9
9",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Anindita Travels,NON A/C Seater (2+1),12:30,15:45,03h 15m,INR 400,37 Seats available,"2.9
4",https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
DESTINY TRAVELS,NON A/C Seater (2+1),18:45,21:50,27h 05m,428,32 Seats available,New,https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Guwahati to Nagaon (Assam)
Assam State Transport Corporation (ASTC) - 141730,Bharat Benz A/C Seater (2+2),06:10,10:10,04h 00m,INR 233,25 Seats available,"4.1
263",https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Balaji Tours And Travels,NON A/C Seater (2+2),10:45,14:45,04h 00m,INR 162,33 Seats available,2.3,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Balaji Tours And Travels,NON A/C Seater Push Back (2+2),11:15,15:35,04h 20m,INR 162,41 Seats available,2.3,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Balaji Tours And Travels,NON A/C Seater (2+2),12:00,16:20,04h 20m,INR 162,33 Seats available,2.3,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Balaji Tours And Travels,NON A/C Seater (2+2),12:15,16:30,04h 15m,INR 162,33 Seats available,2.3,https://www.redbus.in/bus-tickets/goalpara-to-guwahati,Goalpara to Guwahati
Priyanka,NON A/C Seater (2+1),19:00,05:30,10h 30m,INR 600,34 Seats available,"3.0
23",https://www.redbus.in/bus-tickets/jorhat-to-north-lakhimpur,Jorhat to North Lakhimpur
Padmanav Travels,NON A/C Seater Push Back (2+2),06:00,13:45,07h 45m,INR 590,37 Seats available,"2.8
13",https://www.redbus.in/bus-tickets/jorhat-to-north-lakhimpur,Jorhat to North Lakhimpur
Yatra,Non AC Seater (2+2),20:15,03:30,07h 15m,INR 350,40 Seats available,"2.8
22",https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Arifa Travels,A/C Seater (2+2),06:30,13:00,06h 30m,INR 350,40 Seats available,"1.8
21",https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Yatra,Non AC Seater (2+2),11:15,18:45,07h 30m,INR 300,41 Seats available,"1.5
4",https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Maa monosha travels,Non AC Seater (2+2),06:45,13:45,07h 00m,INR 350,40 Seats available,New,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Maa monosha travels,Non AC Seater (2+2),06:15,13:15,07h 00m,INR 350,40 Seats available,New,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
MAA MONOSHA TRAVELS,NON A/C Seater (2+1),20:00,03:30,07h 30m,INR 350,35 Seats available,New,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Maa monosha travels,A/C Seater (2+2),04:50,11:20,06h 30m,INR 350,36 Seats available,New,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Arifa Travels,Non AC Seater (2+2),05:30,11:00,05h 30m,INR 300,44 Seats available,"1.7
6",https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Yatra,Non AC Seater (2+2),13:15,20:30,07h 15m,INR 300,41 Seats available,2.5,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Arifa Travels,Non AC Seater (2+2),06:40,13:30,06h 50m,INR 300,44 Seats available,1.8,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Rizwan Travels,Non AC Seater (2+2),12:15,19:15,07h 00m,INR 300,45 Seats available, ,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Rizwan Travels,Non AC Seater (2+2),12:30,20:00,07h 30m,INR 300,45 Seats available, ,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Dhubri to Guwahati
Yatra,Non AC Seater (2+2),08:15,15:30,07h 15m,INR 350,37 Seats available,"2.3
35",https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Guwahati to Dhubri
Yatra,Non AC Seater (2+2),06:30,12:45,06h 15m,INR 300,41 Seats available,"1.1
14",https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Guwahati to Dhubri
MAA MONOSHA TRAVELS,NON A/C Seater (2+1),10:00,17:30,07h 30m,INR 350,35 Seats available,New,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Guwahati to Dhubri
Maa monosha travels,A/C Seater (2+2),12:30,19:30,07h 00m,INR 350,40 Seats available,New,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Guwahati to Dhubri
Rizwan Travels,Non AC Seater (2+2),04:45,11:00,06h 15m,INR 300,45 Seats available, ,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Guwahati to Dhubri
Assam State Transport Corporation (ASTC) - 173044,Non AC Seater (2+2),13:00,16:30,03h 30m,INR 220,22 Seats available,"2.9
20",https://www.redbus.in/bus-tickets/north-lakhimpur-to-sibsagar,North Lakhimpur to Sibsagar
Padmanav Travels,NON A/C Seater Push Back (2+2),05:30,13:35,08h 05m,INR 590,40 Seats available,"2.7
12",https://www.redbus.in/bus-tickets/north-lakhimpur-to-jorhat,North Lakhimpur to Jorhat
Assam State Transport Corporation (ASTC) - 147480,Bharat Benz A/C Seater (2+2),05:55,09:00,03h 05m,INR 213,15 Seats available,"3.6
266",https://www.redbus.in/bus-tickets/dhekiajuli-to-guwahati,Dhekiajuli to Guwahati
Sparrow Travels (Under ASTC),A/C Seater Push Back (2+2),06:00,09:30,03h 30m,INR 275,40 Seats available,3.7,https://www.redbus.in/bus-tickets/dhekiajuli-to-guwahati,Dhekiajuli to Guwahati
Volenath,Non AC Seater (2+2),06:30,10:30,04h 00m,INR 190,26 Seats available,"1.5
7",https://www.redbus.in/bus-tickets/dhekiajuli-to-guwahati,Dhekiajuli to Guwahati
Assam State Transport Corporation (ASTC) - 166131,Bharat Benz A/C Seater (2+2),07:20,11:40,04h 20m,INR 207,24 Seats available,"4.1
141",https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
Basudev Transline,A/C Seater (2+2),10:00,14:10,04h 10m,299,31 Seats available,"4.2
28",https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
Megha Transport,NON A/C Seater / Sleeper (3+1),03:15,06:15,03h 00m,INR 400,30 Seats available,3.7,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
NETWORK TRAVELS,NON A/C Seater Push Back (2+1),04:01,08:30,04h 29m,300,20 Seats available,3.7,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
Aniruddha Travels,AC Seater (2+2),11:45,16:15,04h 30m,450,25 Seats available,3.6,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
NETWORK TRAVELS,A/C Seater Push Back (2+2),12:15,16:00,03h 45m,350,39 Seats available,3.7,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
Aroti Travels (Under ASTC),Non AC Seater (2+2),12:30,16:20,03h 50m,INR 250,37 Seats available,"3.8
28",https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
NEELAKANTHA (RIYA),Tempo Traveler NON A/C,10:00,10:00,--,INR 250,20 Seats available, ,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
Christina Travels,NON A/C Seater (2+2),12:30,16:30,04h 00m,420,45 Seats available,2.8,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),13:30,17:00,03h 30m,INR 550,18 Seats available,"4.4
22",https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:30,17:15,03h 45m,INR 702.26,23 Seats available,"4.4
19",https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
Bashudev Transline (Under ASTC),A/C Seater (2+1),14:10,18:00,03h 50m,INR 550,21 Seats available,"4.3
42",https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
Purple Wings Coaches,A/C Seater / Sleeper (2+1),01:10,04:30,03h 20m,540,7 Seats available,"3.2
5",https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
RAYAN TRAVELS,Bharat Benz A/C Seater (2+1),12:30,16:15,03h 45m,INR 600,17 Seats available,"3.6
35",https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
MADHURIKA TRAVELS,A/C Seater (2+1),12:45,17:00,04h 15m,509,35 Seats available,3.9,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Jorhat to Dibrugarh
Assam State Transport Corporation (ASTC) - 173043,Non AC Seater (2+2),07:30,11:30,04h 00m,INR 220,16 Seats available,"2.8
24",https://www.redbus.in/bus-tickets/sibsagar-to-north-lakhimpur,Sibsagar to North Lakhimpur
Assam State Transport Corporation (ASTC) - 96880,A/C Seater (2+1),08:00,16:00,08h 00m,INR 463,6 Seats available,"3.6
77",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Aniruddha Travels,AC Seater (2+2),07:50,16:15,08h 25m,500,17 Seats available,"3.5
85",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,04:30,08h 30m,INR 550,21 Seats available,"3.5
49",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,04:00,06h 30m,INR 600,50 Seats available,New,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),20:00,04:00,08h 00m,INR 550,38 Seats available,"3.6
154",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:45,04:00,08h 15m,INR 470,47 Seats available,"2.0
18",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
MOON TRAVELS,AC Seater (2+2),07:15,15:20,08h 05m,523,38 Seats available,"3.2
11",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
J.S. Travels,Non AC Seater (2+1),21:00,04:00,07h 00m,INR 550,31 Seats available,"2.3
30",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Puja Transport,Non AC Seater (2+2),20:00,05:00,09h 00m,INR 550,27 Seats available,"2.4
19",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Maa Laxmi,NON A/C Seater Push Back (2+1),23:00,05:30,06h 30m,INR 550,36 Seats available,"2.5
13",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Neha Travels,NON A/C Seater (2+2),22:40,07:00,08h 20m,INR 650,35 Seats available,"2.0
14",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Neha Travels,NON A/C Seater (2+2),22:40,04:30,05h 50m,INR 650,35 Seats available,"2.6
5",https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Tezpur to Dibrugarh
Deep Travels,Non AC Seater (2+1),07:00,16:00,09h 00m,INR 650,24 Seats available,4.0,https://www.redbus.in/bus-tickets/haflong-to-guwahati,Haflong to Guwahati
NETWORK TRAVELS,NON A/C Seater (2+1),18:00,04:00,10h 00m,600,25 Seats available,"4.5
49",https://www.redbus.in/bus-tickets/haflong-to-guwahati,Haflong to Guwahati
Assam State Transport Corporation (ASTC) - 156624,NON A/C Seater Push Back (2+1),07:30,10:45,03h 15m,INR 204,29 Seats available,4.2,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,North Lakhimpur to Dibrugarh
Maa Jagadamba,NON A/C Seater (2+3),09:20,13:30,04h 10m,INR 250,39 Seats available,3.1,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,North Lakhimpur to Dibrugarh
Maa Jagadamba,A/C Seater Push Back (2+2),09:40,13:00,03h 20m,INR 260,41 Seats available,"3.1
8",https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,North Lakhimpur to Dibrugarh
BARBIE TRAVELS,NON A/C Hi-Tech Push Back (2+2),06:00,10:20,04h 20m,INR 240,40 Seats available,New,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,North Lakhimpur to Dibrugarh
PANKAJ TRAVELS,NON A/C Hi-Tech Push Back (2+2),07:25,11:15,03h 50m,INR 240,39 Seats available,New,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,North Lakhimpur to Dibrugarh
Purple Wings Coaches,A/C Seater / Sleeper (2+1),01:10,05:45,04h 35m,558,4 Seats available,"3.9
4",https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
Megha Transport,NON A/C Seater / Sleeper (3+1),03:15,06:45,03h 30m,INR 450,30 Seats available,3.7,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
Aniruddha Travels,AC Seater (2+2),11:45,17:30,05h 45m,450,25 Seats available,"3.6
13",https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
Aroti Travels (Under ASTC),Non AC Seater (2+2),12:30,17:50,05h 20m,INR 350,37 Seats available,"4.7
14",https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,13:30,18:30,05h 00m,INR 778.27,21 Seats available,"4.7
33",https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Jorhat to Tinsukia
Assam State Transport Corporation (ASTC) - 163953,NON A/C Seater Push Back (2+1),08:30,16:00,07h 30m,INR 400,4 Seats available,"3.2
68",https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Aniruddha Travels,AC Seater (2+2),07:30,15:35,08h 05m,500,5 Seats available,"4.4
84",https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Puja Transport,NON AC Seater / Sleeper 2+1,20:00,05:00,09h 00m,INR 550,21 Seats available,"4.0
83",https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),18:45,03:00,08h 15m,INR 600,45 Seats available,New,https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),20:00,04:00,08h 00m,INR 550,19 Seats available,"3.1
131",https://www.redbus.in/bus-tickets/dibrugarh-to-tezpur,Dibrugarh to Tezpur
Assam State Transport Corporation (ASTC) - 173419,Bharat Benz A/C Seater (2+2),07:15,11:50,04h 35m,INR 412,15 Seats available,"3.5
18",https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Assam State Transport Corporation (ASTC) - 146614,Bharat Benz A/C Seater (2+2),08:30,13:45,05h 15m,INR 412,28 Seats available,"3.0
31",https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Karisma (Aziba),NON A/C Seater (2+1),05:45,11:50,06h 05m,INR 400,27 Seats available,"4.5
7",https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
Yatra Travels,NON A/C Seater (2+1),07:00,12:40,05h 40m,450,23 Seats available,"4.3
76",https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
,,,,,,,,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
,,,,,,,,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
,,,,,,,,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Guwahati to Biswanath Charali
NETWORK TRAVELS,NON A/C Seater (2+1),18:30,07:00,12h 30m,600,25 Seats available,"4.5
81",https://www.redbus.in/bus-tickets/guwahati-to-haflong,Guwahati to Haflong
JOY HANUMAN,Non AC Seater (2+2),07:40,16:40,09h 00m,627,25 Seats available,"4.5
55",https://www.redbus.in/bus-tickets/guwahati-to-haflong,Guwahati to Haflong
Deep Travels,Non AC Seater (2+1),19:30,06:30,11h 00m,INR 650,31 Seats available,"3.7
192",https://www.redbus.in/bus-tickets/guwahati-to-haflong,Guwahati to Haflong
Deep Travels,Non AC Seater (2+1),07:30,17:00,09h 30m,INR 650,30 Seats available,3.7,https://www.redbus.in/bus-tickets/guwahati-to-haflong,Guwahati to Haflong
Maa Jagadamba,NON A/C Seater (2+3),15:40,19:30,03h 50m,INR 250,39 Seats available,3.7,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Maa Jagadamba,A/C Seater Push Back (2+2),16:15,19:30,03h 15m,INR 260,40 Seats available,"3.7
9",https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
BARBIE TRAVELS,NON A/C Hi-Tech Push Back (2+2),15:30,19:30,04h 00m,INR 240,40 Seats available,New,https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Air Bus Travels,NON AC Seater / Sleeper 2+1,19:40,01:00,05h 20m,INR 400,26 Seats available,"2.4
5",https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
Air Bus Travels,NON AC Seater / Sleeper 2+1,21:15,02:00,04h 45m,INR 400,31 Seats available,"2.3
7",https://www.redbus.in/bus-tickets/dibrugarh-to-north-lakhimpur,Dibrugarh to North Lakhimpur
JOY HANUMAN,Non AC Seater (2+2),10:30,16:40,06h 10m,380,25 Seats available,"4.1
52",https://www.redbus.in/bus-tickets/nagaon-to-haflong,Nagaon (Assam) to Haflong
Deep Travels,Non AC Seater (2+1),10:00,17:00,07h 00m,INR 400,30 Seats available,2.0,https://www.redbus.in/bus-tickets/nagaon-to-haflong,Nagaon (Assam) to Haflong
Assam State Transport Corporation (ASTC) - 96880,A/C Seater (2+1),08:00,14:45,06h 45m,INR 405,4 Seats available,"3.9
42",https://www.redbus.in/bus-tickets/tezpur-to-moran,Tezpur to Moran
Aniruddha Travels,AC Seater (2+2),07:50,15:00,07h 10m,500,21 Seats available,"3.8
15",https://www.redbus.in/bus-tickets/tezpur-to-moran,Tezpur to Moran
SANJEEBANI TRAVELS,Non A/C Seater / Sleeper (2+1),21:30,03:00,05h 30m,INR 600,50 Seats available,New,https://www.redbus.in/bus-tickets/tezpur-to-moran,Tezpur to Moran
PIHU TRANSPORT,Bharat Benz NON A/C Seater / Sleeper (2+1),19:45,03:00,07h 15m,INR 520,50 Seats available,"2.8
9",https://www.redbus.in/bus-tickets/tezpur-to-moran,Tezpur to Moran
Neha Travels,NON A/C Seater (2+2),22:40,04:00,05h 20m,INR 650,35 Seats available,"1.9
5",https://www.redbus.in/bus-tickets/tezpur-to-moran,Tezpur to Moran
Assam State Transport Corporation (ASTC) - 166134,Bharat Benz A/C Seater (2+2),10:30,15:30,05h 00m,INR 207,27 Seats available,"3.8
83",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Bashudev Transline (Under ASTC),A/C Seater (2+1),06:45,10:30,03h 45m,INR 550,14 Seats available,"4.2
18",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Aroti Travels (Under ASTC),Non AC Seater (2+2),06:51,10:00,03h 09m,INR 250,37 Seats available,"3.6
46",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
NETWORK TRAVELS,A/C Seater Push Back (2+2),07:15,10:30,03h 15m,350,21 Seats available,3.7,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),07:30,11:15,03h 45m,INR 575,11 Seats available,"4.9
13",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Deep Travels,Non AC Seater (2+1),19:00,05:30,10h 30m,INR 650,35 Seats available,"3.2
164",https://www.redbus.in/bus-tickets/guwahati-to-silchar,Guwahati to Silchar
RAYAN TRAVELS,NON A/C Seater (2+1),18:30,05:15,10h 45m,INR 650,29 Seats available,"2.8
180",https://www.redbus.in/bus-tickets/guwahati-to-silchar,Guwahati to Silchar
JAYSIKA,NON A/C Seater (2+1),18:30,06:00,11h 30m,INR 650,34 Seats available,"2.2
44",https://www.redbus.in/bus-tickets/guwahati-to-silchar,Guwahati to Silchar
Jagannath Travels and Tours Pvt. Ltd.,NON A/C Seater Push Back (2+1),07:00,17:30,10h 30m,INR 700,35 Seats available,"2.2
77",https://www.redbus.in/bus-tickets/guwahati-to-silchar,Guwahati to Silchar
SEEMA TRAVELS,A/C Seater (2+2),19:00,05:30,10h 30m,INR 750,39 Seats available,"1.0
8",https://www.redbus.in/bus-tickets/guwahati-to-silchar,Guwahati to Silchar
Assam State Transport Corporation (ASTC) - 156624,NON A/C Seater Push Back (2+1),06:30,10:45,04h 15m,INR 257,29 Seats available,4.4,https://www.redbus.in/bus-tickets/bihpuria-to-dibrugarh,Bihpuria to Dibrugarh
Deep Travels,Non AC Seater (2+1),07:00,13:00,06h 00m,INR 450,26 Seats available,2.9,https://www.redbus.in/bus-tickets/haflong-to-nagaon,Haflong to Nagaon (Assam)
Assam State Transport Corporation (ASTC) - 170878,Bharat Benz A/C Seater (2+2),07:00,10:35,03h 35m,INR 333,8 Seats available,"4.2
22",https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Karisma (Aziba),NON A/C Seater (2+1),05:35,10:00,04h 25m,INR 400,21 Seats available,3.9,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
KIRAN TRAVELS,Non AC Seater (2+1),07:35,12:00,04h 25m,450,35 Seats available,4.0,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Chartered Bus - ASTC,A/C Seater Push Back (2+2),07:45,11:30,03h 45m,INR 637.59,6 Seats available,"4.5
5",https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
KRISHNA CHARAN TRAVELS,A/C Seater Push Back (2+2),12:00,16:30,04h 30m,INR 450,40 Seats available,"3.8
4",https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Assam State Transport Corporation (ASTC) - 153223,Bharat Benz A/C Seater (2+2),08:15,14:30,06h 15m,INR 412,29 Seats available,"3.7
18",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Assam State Transport Corporation (ASTC) - 170878,Bharat Benz A/C Seater (2+2),09:45,15:15,05h 30m,INR 412,5 Seats available,"4.7
19",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Pranjit Travels (Under ASTC),Bharat Benz A/C Seater (2+1),00:30,06:15,05h 45m,INR 610,3 Seats available,"3.8
20",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
PARIJAT TRAVELS(UNDER ASTC),NON A/C Seater (2+1),00:30,06:30,06h 00m,INR 500,11 Seats available,3.8,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
,,,,,,,,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
,,,,,,,,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
,,,,,,,,https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Air Bus Travels,NON AC Seater / Sleeper 2+1,18:30,02:00,07h 30m,INR 500,38 Seats available,"3.2
24",https://www.redbus.in/bus-tickets/biswanath-charali-to-dibrugarh,Biswanath Charali to Dibrugarh
Assam State Transport Corporation (ASTC) - 166134,Bharat Benz A/C Seater (2+2),09:00,15:30,06h 30m,INR 281,25 Seats available,"3.8
31",https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Tinsukia to Jorhat
Aroti Travels (Under ASTC),Non AC Seater (2+2),05:45,10:00,04h 15m,INR 350,37 Seats available,"4.1
12",https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Tinsukia to Jorhat
Aniruddha Travels,AC Seater (2+2),06:00,11:10,05h 10m,450,11 Seats available,3.6,https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Tinsukia to Jorhat
Chartered Bus - ASTC,A/C Seater Push Back (2+2),06:45,11:00,04h 15m,INR 755.58,11 Seats available,"4.4
47",https://www.redbus.in/bus-tickets/tinsukia-to-jorhat,Tinsukia to Jorhat
